timestamp,api,user_id,project_id,system_scope,domain_id,authorized
2025-12-19 14:08:37.796,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:38.511,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:39.170,identity:list_roles(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:39.822,identity:get_user(user_id=6a4367ff14a349e69d7730a6229c46b0),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:39.851,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:39.878,identity:get_project(project_id=938f3a5516bd40a68c730191901007e6),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:39.922,identity:list_role_assignments(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:40.641,identity:get_user(user_id=6a4367ff14a349e69d7730a6229c46b0),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:40.672,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:40.698,identity:get_project(project_id=b5c386f2b477440ba83fc0ca0500c2bb),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:40.746,identity:list_role_assignments(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:41.383,identity:get_user(user_id=cabfa0644cd8479389a17af69bea501a),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:41.413,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:41.472,identity:get_project(project_id=938f3a5516bd40a68c730191901007e6),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:41.521,identity:list_role_assignments(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:42.148,identity:get_user(user_id=cabfa0644cd8479389a17af69bea501a),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:42.179,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:42.205,identity:get_project(project_id=b5c386f2b477440ba83fc0ca0500c2bb),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:42.249,identity:list_role_assignments(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:42.893,identity:get_user(user_id=f9a617d0b73f471ca54e71c91ca6876b),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:42.923,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:42.958,identity:get_project(project_id=938f3a5516bd40a68c730191901007e6),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:43.004,identity:list_role_assignments(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:43.654,identity:get_user(user_id=f9a617d0b73f471ca54e71c91ca6876b),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:43.687,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:43.718,identity:get_project(project_id=b5c386f2b477440ba83fc0ca0500c2bb),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:43.771,identity:list_role_assignments(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:47.694,identity:list_roles(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:47.727,identity:get_user(user_id=newuser),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:47.771,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:47.817,identity:get_project(project_id=admin),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:47.923,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:47.967,"identity:create_grant(project_id=938f3a5516bd40a68c730191901007e6, user_id=cabfa0644cd8479389a17af69bea501a, role_id=c818d20779d94aaf875ec08f7c9af918)",6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:53.064,identity:get_user(user_id=newuser),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:53.091,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:53.137,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:53.179,identity:get_project(project_id=938f3a5516bd40a68c730191901007e6),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:08:53.200,identity:list_role_assignments(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:06.181,identity:list_roles(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:06.208,identity:get_user(user_id=newuser),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:06.255,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:06.283,identity:get_project(project_id=demo-project),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:06.312,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:06.344,"identity:create_grant(project_id=b5c386f2b477440ba83fc0ca0500c2bb, user_id=cabfa0644cd8479389a17af69bea501a, role_id=c818d20779d94aaf875ec08f7c9af918)",6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:11.558,identity:get_user(user_id=newuser),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:11.589,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:11.635,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:11.681,identity:get_project(project_id=demo-project),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:11.711,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:11.742,identity:list_role_assignments(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:41.095,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:46.777,identity:list_roles(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:49.946,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:54.932,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:09:59.773,identity:list_roles(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:10:03.858,identity:list_services(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:10:07.787,identity:list_domains(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:10:22.898,identity:get_project(project_id=demo-project),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:10:22.941,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:10:22.977,identity:update_project(project_id=b5c386f2b477440ba83fc0ca0500c2bb),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:10:32.398,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:10:38.862,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:11:11.911,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:11:11.935,identity:get_user(user_id=member),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:11:11.964,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:11:12.018,identity:update_user(user_id=f9a617d0b73f471ca54e71c91ca6876b),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:11:52.075,identity:list_projects(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:11:55.934,identity:list_users(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:12:00.661,identity:list_roles(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:12:03.931,identity:list_services(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:12:13.871,identity:list_domains(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:12:24.459,identity:list_projects(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:12:56.296,identity:list_projects(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:13:02.007,identity:list_projects(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:13:05.644,identity:list_users(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:13:47.086,identity:list_roles(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:13:47.129,identity:get_user(user_id=newuser),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:13:47.185,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:13:47.210,identity:get_project(project_id=admin),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:13:47.258,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:13:47.294,"identity:create_grant(project_id=938f3a5516bd40a68c730191901007e6, user_id=cabfa0644cd8479389a17af69bea501a, role_id=c818d20779d94aaf875ec08f7c9af918)",6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:13:51.697,identity:get_user(user_id=newuser),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:13:51.724,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:13:51.763,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:13:51.804,identity:get_project(project_id=938f3a5516bd40a68c730191901007e6),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:13:51.833,identity:list_role_assignments(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:14:44.020,identity:list_projects(),cabfa0644cd8479389a17af69bea501a,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:14:48.686,identity:list_users(),cabfa0644cd8479389a17af69bea501a,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:14:54.368,identity:list_roles(),cabfa0644cd8479389a17af69bea501a,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:14:58.345,identity:list_users(),cabfa0644cd8479389a17af69bea501a,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:15:02.334,identity:list_projects(),cabfa0644cd8479389a17af69bea501a,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:15:07.676,identity:validate_token(),cabfa0644cd8479389a17af69bea501a,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:15:07.724,identity:list_users(),cabfa0644cd8479389a17af69bea501a,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:15:13.517,identity:list_roles(),cabfa0644cd8479389a17af69bea501a,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:15:32.439,identity:get_project(project_id=demo-project),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:15:32.481,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:15:32.522,identity:update_project(project_id=b5c386f2b477440ba83fc0ca0500c2bb),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:15:39.762,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:15:53.845,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:16:05.481,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:16:16.028,identity:validate_token(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:16:16.052,identity:get_user(user_id=member),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:16:16.080,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:16:16.125,identity:update_user(user_id=f9a617d0b73f471ca54e71c91ca6876b),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:16:20.418,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:18:42.700,identity:list_projects(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:18:49.838,identity:list_users(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:18:53.787,identity:list_projects(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:19:00.065,identity:list_roles(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:19:04.813,identity:list_roles(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:19:07.630,identity:list_projects(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:19:47.451,identity:list_services(),cabfa0644cd8479389a17af69bea501a,b5c386f2b477440ba83fc0ca0500c2bb,,,yes
2025-12-19 14:21:39.340,identity:list_services(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:21:44.222,identity:list_projects(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:21:50.496,identity:list_roles(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:22:46.671,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:23:38.241,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-19 14:24:19.015,identity:list_users(),6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
